coach_id,coach_name,coach_gender,coach_type,athlete_id
C4649776,TRAORE Alioune,Male,Coach,1899730
C4653058,COCCIA Kristina,Female,Coach,1899731
C4653997,KAMKASOUMPHOU Ekvara,Male,Coach,1899732
C4658462,KHAJAVI Naeima,Male,Coach,1899733
C4847471,LAWSON Franck,Male,Coach,1899736
C4968759,Mc DONALD Janelle Leigh,Female,Coach,1899737
C4968917,QUESNEL Yannick,Male,Goalkeeper Coach,1899739
C4976780,TANSKANEN Juha Petteri,Male,Coach,1899743
C5016082,CHOUBA Jaouad,Female,Coach,1899744
C9230002,HERDEIRO Alvaro Francisco,Male,Assistant Coach,1899745
C9230003,MAROJA Gabriel Augusto,Male,Assistant Coach,1899746
C9230006,ALONSO BERNARDO Jessica,Female,Assistant Coach,1899747
C9230010,LARSSON Thomas Erik Daniel,Male,Assistant Coach,1899748
C9230012,CAROU Gonzalo,Male,Assistant Coach,1899751
C9230013,CAZON Guillermo,Male,Assistant Coach,1899856
C9230017,CAAMANO Juan,Male,Assistant Coach,1899857
C9230018,TORRESCUSA Ignacio,Male,Assistant Coach,1899870
C9230020,GJERDE Joar,Male,Assistant Coach,1900397
C9390001,BONDAR Vladyslav,Male,Coach,1900424
C9430008,CICHELLO Juan Manuel,Male,Assistant Coach,1900429
C9450042,VASSILIADES Emmanuel,Male,Assistant Coach,1900430
